数据库：分省年度数据
指标：公路里程(万公里)
时间：最近10年
地区,2014年,2013年,2012年,2011年,2010年,2009年,2008年,2007年,2006年,2005年
北京市,2.18,2.17,2.15,2.13,2.11,2.08,2.03,2.08,2.05,1.47
天津市,1.61,1.57,1.54,1.52,1.48,1.43,1.21,1.15,1.13,1.08
河北省,17.92,17.45,16.30,15.70,15.43,15.21,14.95,14.73,14.38,7.59
山西省,14.04,13.94,13.78,13.48,13.16,12.73,12.48,11.99,11.29,6.96
内蒙古自治区,17.22,16.75,16.38,16.10,15.80,15.08,14.73,13.86,12.88,7.90
辽宁省,11.54,11.10,10.56,10.40,10.15,10.11,10.11,9.81,9.78,5.35
吉林省,9.60,9.42,9.32,9.18,9.04,8.84,8.71,8.54,8.44,5.03
黑龙江省,16.25,16.02,15.91,15.56,15.19,15.15,15.08,14.09,13.93,6.71
上海市,1.29,1.26,1.25,1.21,1.20,1.17,1.15,1.12,1.04,0.81
江苏省,15.75,15.61,15.41,15.22,15.03,14.38,14.09,13.37,12.70,8.27
浙江省,11.64,11.54,11.36,11.18,11.02,10.70,10.37,9.98,9.53,4.86
安徽省,17.44,17.38,16.52,14.95,14.94,14.92,14.88,14.84,14.76,7.28
福建省,10.12,9.95,9.47,9.23,9.10,8.95,8.86,8.69,8.66,5.83
江西省,15.55,15.21,15.06,14.66,14.06,13.70,13.38,13.05,12.82,6.23
山东省,25.95,25.28,24.46,23.32,22.99,22.67,22.07,21.22,20.49,8.01
河南省,24.99,24.98,24.96,24.76,24.51,24.23,24.06,23.87,23.64,7.95
湖北省,23.69,22.69,21.82,21.27,20.62,19.72,18.84,18.38,18.18,9.11
湖南省,23.63,23.54,23.40,23.22,22.80,19.14,18.46,17.54,17.18,8.82
广东省,21.21,20.29,19.49,19.07,19.01,18.50,18.32,18.20,17.84,11.53
广西壮族自治区,11.49,11.14,10.79,10.49,10.18,10.05,9.93,9.42,9.03,6.20
海南省,2.60,2.49,2.43,2.29,2.12,2.00,1.86,1.78,1.76,2.12
重庆市,12.74,12.28,12.07,11.86,11.69,11.10,10.86,10.47,10.03,3.82
四川省,30.97,30.18,29.35,28.33,26.61,24.92,22.45,18.94,16.47,11.47
贵州省,17.91,17.26,16.45,15.78,15.16,14.26,12.54,12.32,11.33,4.69
云南省,23.04,22.29,21.91,21.45,20.92,20.60,20.38,20.03,19.85,16.76
西藏自治区,7.55,7.06,6.52,6.31,6.08,5.38,5.13,4.86,4.48,4.37
陕西省,16.71,16.52,16.14,15.20,14.75,14.41,13.10,12.13,11.33,5.45
甘肃省,13.81,13.36,13.12,12.37,11.89,11.40,10.56,10.06,9.56,4.13
青海省,7.27,7.01,6.60,6.43,6.22,6.01,5.66,5.26,4.77,2.97
宁夏回族自治区,3.13,2.86,2.65,2.45,2.25,2.18,2.10,2.06,1.99,1.31
新疆维吾尔自治区,17.55,17.02,16.59,15.52,15.28,15.07,14.67,14.52,14.37,8.95
注：2005年起公路里程包括村道。
数据来源：国家统计局
