数据库：分省年度数据
指标：房地产业法人单位数(个)
时间：最近10年
地区,2014年,2013年,2012年,2011年,2010年,2009年,2008年,2007年,2006年,2005年
北京市,18244,17806,14661,14384,14162,,,,,
天津市,7256,5842,5913,5306,4735,,,,,
河北省,15593,13782,11472,10546,9066,,,,,
山西省,8035,6747,6364,5651,4988,,,,,
内蒙古自治区,6885,6041,6293,5937,5322,,,,,
辽宁省,18170,15314,17678,14517,13737,,,,,
吉林省,5400,4384,4498,4136,3593,,,,,
黑龙江省,6753,6024,6918,6613,5839,,,,,
上海市,16068,15129,14202,13860,13537,,,,,
江苏省,36490,29144,30017,27369,23761,,,,,
浙江省,28067,23807,20423,19196,16748,,,,,
安徽省,15438,12522,13254,11824,9396,,,,,
福建省,14794,10048,12038,11291,10014,,,,,
江西省,9457,7337,9260,7192,6077,,,,,
山东省,28633,21817,24972,22808,20209,,,,,
河南省,17160,14387,11360,10479,9330,,,,,
湖北省,19929,15705,17674,15300,12569,,,,,
湖南省,12376,11361,10734,9699,8182,,,,,
广东省,51159,41719,46107,42356,37573,,,,,
广西壮族自治区,11513,8447,11034,10235,9014,,,,,
海南省,5526,4165,5586,4956,4022,,,,,
重庆市,10814,8709,9341,8470,7133,,,,,
四川省,13620,10927,12171,11056,10329,,,,,
贵州省,7367,5550,5658,5126,4614,,,,,
云南省,9591,7488,9013,8421,6826,,,,,
西藏自治区,214,158,108,103,102,,,,,
陕西省,11233,8226,10340,8599,6346,,,,,
甘肃省,4439,3845,3275,2960,2635,,,,,
青海省,1477,1139,992,933,856,,,,,
宁夏回族自治区,1529,1371,1299,1157,1006,,,,,
新疆维吾尔自治区,6388,4983,4062,3505,3005,,,,,
数据来源：国家统计局
