数据库：分省年度数据
指标：住宿和餐饮业法人单位数(个)
时间：最近10年
地区,2014年,2013年,2012年,2011年,2010年,2009年,2008年,2007年,2006年,2005年
北京市,16649,16323,13252,13003,12897,,,,,
天津市,3781,2981,3118,2841,3231,,,,,
河北省,5101,4458,4233,4069,4178,,,,,
山西省,3885,3411,3664,3382,3310,,,,,
内蒙古自治区,3137,2773,3449,3354,3452,,,,,
辽宁省,7500,6474,7575,6064,6016,,,,,
吉林省,2019,1594,1714,1691,1738,,,,,
黑龙江省,2499,2693,2491,2479,2983,,,,,
上海市,12958,12514,11590,11694,10687,,,,,
江苏省,14353,11328,12019,10858,10176,,,,,
浙江省,17271,13887,9072,8300,7549,,,,,
安徽省,7192,5874,5414,4889,4453,,,,,
福建省,9158,6430,6455,5848,5055,,,,,
江西省,4085,3291,3404,3062,3145,,,,,
山东省,14296,12168,16993,16409,16745,,,,,
河南省,12223,11136,8671,8381,8240,,,,,
湖北省,12083,10214,8594,7701,7576,,,,,
湖南省,9435,9228,7023,7277,7331,,,,,
广东省,22232,18606,18283,16672,16105,,,,,
广西壮族自治区,4103,3472,3466,3177,2764,,,,,
海南省,1655,1362,1457,1354,1371,,,,,
重庆市,16608,12436,10019,7222,4795,,,,,
四川省,9310,7794,8006,7217,6726,,,,,
贵州省,5043,4060,2144,1664,1542,,,,,
云南省,4915,3572,3498,3324,3044,,,,,
西藏自治区,537,461,326,307,303,,,,,
陕西省,7128,5933,6064,5343,4909,,,,,
甘肃省,2936,2483,2299,2107,2150,,,,,
青海省,948,734,653,602,595,,,,,
宁夏回族自治区,765,702,756,718,644,,,,,
新疆维吾尔自治区,1532,1200,1135,1061,1052,,,,,
数据来源：国家统计局
