数据库：分省年度数据
指标：公路营运汽车拥有量(万辆)
时间：最近10年
地区,2014年,2013年,2012年,2011年,2010年,2009年,2008年,2007年,2006年,2005年
北京市,26.10,24.11,21.28,18.60,15.75,17.96,15.09,13.78,16.70,12.92
天津市,18.05,16.91,12.40,10.94,8.49,8.11,8.04,8.10,6.64,7.38
河北省,140.61,134.45,103.22,93.44,80.73,71.53,59.96,51.07,44.23,39.85
山西省,53.05,50.29,42.41,40.84,39.00,37.76,34.35,23.76,21.34,20.84
内蒙古自治区,40.97,41.26,35.98,33.73,29.29,30.83,28.43,26.86,26.67,22.80
辽宁省,82.13,79.35,67.36,62.44,55.23,56.67,49.45,44.63,44.05,32.62
吉林省,35.89,32.94,32.13,28.38,25.09,28.69,22.68,19.62,17.97,16.94
黑龙江省,49.32,47.59,46.59,43.49,38.43,38.16,27.22,22.75,21.45,20.94
上海市,23.76,23.99,19.60,19.19,18.43,24.74,23.96,24.04,23.64,17.90
江苏省,79.19,77.18,65.98,63.00,55.98,52.29,44.15,40.93,40.28,41.03
浙江省,51.20,51.42,54.06,52.36,50.81,54.21,52.31,51.09,44.57,31.56
安徽省,72.31,69.56,64.74,55.12,47.29,45.42,39.65,34.74,31.74,26.57
福建省,29.57,27.49,25.66,23.92,22.80,22.11,19.60,19.68,17.92,16.09
江西省,40.18,40.38,32.21,28.96,25.39,21.74,18.66,16.21,14.25,13.35
山东省,105.76,113.76,105.09,104.16,91.38,78.78,67.49,61.36,58.87,58.28
河南省,123.54,114.66,99.80,93.74,83.77,80.04,55.57,49.26,42.99,38.28
湖北省,47.23,47.00,40.78,37.38,34.66,33.52,30.81,28.74,27.04,26.54
湖南省,45.03,46.59,43.67,40.99,40.38,39.19,34.31,27.97,25.58,23.21
广东省,84.00,98.50,90.66,98.11,90.27,92.88,86.15,90.87,91.04,86.71
广西壮族自治区,48.81,45.27,38.57,34.98,30.91,27.16,22.22,18.24,16.16,15.66
海南省,6.17,5.98,6.17,5.97,5.31,4.97,3.77,3.46,3.48,2.98
重庆市,28.99,27.54,25.58,28.19,26.55,24.51,20.67,20.39,20.96,18.48
四川省,62.93,60.79,61.77,59.97,55.37,50.49,43.57,40.11,36.39,36.48
贵州省,28.15,25.76,25.22,22.91,20.58,17.59,14.46,12.87,12.32,12.91
云南省,63.85,60.03,55.55,51.19,44.64,38.28,32.03,27.86,27.96,26.02
西藏自治区,4.69,4.07,3.36,2.83,2.29,2.24,2.06,2.62,2.92,2.61
陕西省,41.40,37.98,35.73,33.69,28.73,25.97,20.17,18.18,17.64,16.32
甘肃省,31.49,28.30,23.72,20.77,18.08,16.84,14.52,13.54,12.92,12.95
青海省,9.49,8.74,8.93,8.10,6.86,6.88,5.80,5.41,5.34,4.59
宁夏回族自治区,13.59,14.17,12.55,11.66,10.65,10.26,9.80,8.67,7.63,7.24
新疆维吾尔自治区,50.49,48.67,39.11,34.72,30.19,27.53,23.65,22.42,21.88,23.15
注：公路营运汽车拥有量在1999年为全国营运汽车，以前仅为公路部门营运汽车；2000-2004年为全国运输汽车(含营运和非营运汽车)；2005年起为全国营运。
数据来源：国家统计局
