数据库：分省年度数据
指标：公路营运载货汽车吨位数(吨)
时间：最近10年
地区,2014年,2013年,2012年,2011年,2010年,2009年,2008年,2007年,2006年,2005年
北京市,962148,869250,705198,622149,542500,644584,501831,430885,538908,495700
天津市,1028634,864307,304727,253939,210100,228594,225317,334869,273042,341600
河北省,12049368,11505355,9241756,8024066,6896400,4830810,3634606,2634512,2157782,2379100
山西省,4995822,4657458,4179485,3672055,3170900,2519756,2179501,1474009,1436940,1212700
内蒙古自治区,3093016,3199716,2946074,2823975,2189300,1866969,1852198,1737255,1820305,1410300
辽宁省,5064862,4653474,4103404,3692291,3083700,2483175,2108668,1768406,1595646,1399100
吉林省,2254969,2082778,1864434,1624570,1388500,1020588,854687,685387,573641,499000
黑龙江省,3416236,3372177,2953249,2616990,2190900,1440135,860674,591578,516615,506200
上海市,2169114,1944079,1698934,1599286,1315500,1184981,1118372,1047694,686422,738800
江苏省,6142987,5792966,5254975,4823187,3806400,2765258,2012565,1735040,1624249,1479900
浙江省,2836024,2734943,2534201,2344562,2057300,1681184,1474693,1440817,1206008,879800
安徽省,5194403,4727364,4318585,3366246,2723900,2089256,1662018,1138171,1007575,917100
福建省,1939037,1647444,1477468,1285748,1190000,996407,891940,717194,632002,438400
江西省,3373375,3255339,1821929,1437263,1136100,831888,682035,558155,522432,425000
山东省,9874983,9500902,8671807,7826111,6639600,4359530,3399456,2926035,2275212,2139000
河南省,8550754,7325221,6445077,5877789,4867000,4016410,2638026,2207115,1841147,1512200
湖北省,2583616,2333710,1588247,1370540,1223300,1042762,873803,804321,803017,723000
湖南省,2245169,2210333,1767915,1465045,1231000,1337848,1031613,762286,664779,582400
广东省,5032588,5063308,4320857,4766416,3373400,2824682,2500605,2857217,2781095,2362500
广西壮族自治区,2639197,2419061,1789790,1652644,1303700,956382,726053,567328,549632,530300
海南省,228552,235516,207753,199785,156500,119585,85784,74197,59084,60600
重庆市,1611506,1391163,1112363,1077234,897700,678040,541319,513702,527424,427600
四川省,3043458,2677585,2337831,2105211,1651100,1351282,943086,864905,737136,710100
贵州省,1045318,909342,754429,663514,568300,454145,346516,310196,284088,291300
云南省,2449017,2191232,1854055,1700459,1375800,1069076,863168,764840,757905,688700
西藏自治区,292060,246407,182310,159583,128200,102756,84465,96764,111524,109900
陕西省,2392569,2275524,1958003,1769457,1436000,1154898,739278,534368,458946,407400
甘肃省,1471752,1342523,988821,879248,785700,518873,439172,388865,381149,383100
青海省,551180,436044,425007,392861,295900,232177,168390,136532,142185,143200
宁夏回族自治区,1029858,1067091,869615,826912,711200,547841,470136,361423,257249,194500
新疆维吾尔自治区,3363114,3207525,1943109,1692865,1452400,1202419,952047,892802,1003713,989100
注：公路营运汽车拥有量在1999年为全国营运汽车，以前仅为公路部门营运汽车；2000-2004年为全国运输汽车(含营运和非营运汽车)；2005年起为全国营运。
数据来源：国家统计局
