数据库：分省年度数据
指标：公路营运普通载货汽车拥有量(万辆)
时间：最近10年
地区,2014年,2013年,2012年,2011年,2010年,2009年,2008年,2007年,2006年,2005年
北京市,17.43,15.87,14.70,12.82,11.31,13.14,11.09,9.80,13.26,11.60
天津市,12.03,11.49,10.52,9.29,7.08,6.76,6.70,6.44,5.01,5.83
河北省,80.72,77.01,95.71,86.54,74.01,59.94,49.02,41.03,32.01,36.42
山西省,31.71,30.30,39.93,38.40,36.61,34.85,31.59,21.58,19.22,18.44
内蒙古自治区,26.78,26.92,33.51,31.38,26.98,23.79,21.98,20.41,20.08,18.20
辽宁省,61.71,59.64,60.20,55.78,49.16,42.96,36.19,31.93,30.50,29.13
吉林省,27.57,25.38,29.53,26.11,22.88,19.18,16.73,14.00,12.70,11.89
黑龙江省,38.24,37.95,43.45,40.52,35.50,26.97,16.40,12.89,11.61,12.67
上海市,11.47,12.45,13.96,13.71,13.51,13.71,13.17,13.12,12.34,14.79
江苏省,53.56,50.69,53.58,51.76,47.18,39.52,32.45,29.95,29.76,30.99
浙江省,36.99,38.05,46.44,44.74,43.57,43.70,42.17,41.14,35.04,22.66
安徽省,50.91,49.07,58.56,49.61,41.79,35.00,30.15,25.85,22.93,21.59
福建省,20.61,19.42,21.08,19.73,18.78,16.77,14.27,14.67,13.18,11.76
江西省,26.87,27.27,28.98,25.93,22.61,18.23,15.55,13.30,11.08,10.80
山东省,60.54,70.45,95.21,94.71,82.09,62.82,52.88,47.42,45.10,45.25
河南省,84.92,82.38,92.81,87.05,77.31,69.21,45.66,40.37,34.28,30.25
湖北省,34.24,33.98,34.67,31.37,29.06,24.92,23.02,20.91,19.78,19.26
湖南省,35.41,37.15,36.57,34.17,34.86,33.62,29.00,22.08,19.46,16.98
广东省,62.66,77.34,79.51,86.89,79.43,73.64,68.26,74.02,74.08,77.82
广西壮族自治区,39.54,35.57,33.98,30.57,26.77,21.75,17.20,13.69,12.03,11.13
海南省,5.13,4.97,5.43,5.26,4.61,3.80,2.58,2.24,2.08,1.96
重庆市,23.95,23.29,22.02,24.85,23.33,19.57,16.15,16.06,17.03,14.92
四川省,52.60,51.44,54.28,52.71,48.46,40.82,34.41,31.41,27.15,28.35
贵州省,23.67,22.29,21.56,19.46,17.29,14.59,11.69,10.01,8.75,9.01
云南省,56.80,53.21,49.88,45.61,39.05,31.91,26.17,22.36,22.21,20.39
西藏自治区,3.94,3.29,2.73,2.22,1.71,1.44,1.29,1.87,2.19,2.04
陕西省,31.56,28.43,31.59,29.57,24.69,20.42,14.71,12.56,10.76,10.57
甘肃省,26.47,23.52,21.08,18.23,15.70,11.78,9.98,9.29,8.26,8.69
青海省,8.35,7.56,8.23,7.23,6.03,4.90,3.84,3.62,3.56,3.53
宁夏回族自治区,9.72,10.48,11.64,10.74,9.72,8.15,7.80,6.84,5.91,5.64
新疆维吾尔自治区,35.23,33.89,33.26,29.42,25.35,21.42,18.07,17.12,17.10,17.73
注：公路营运汽车拥有量在1999年为全国营运汽车，以前仅为公路部门营运汽车；2000-2004年为全国运输汽车(含营运和非营运汽车)；2005年起为全国营运。
数据来源：国家统计局
