数据库：分省年度数据
指标：快递营业网点(处)
时间：最近10年
地区,2014年,2013年,2012年,2011年,2010年,2009年,2008年,2007年,2006年,2005年
北京市,4110,3826,3052,2507,,,,,,
天津市,1342,1405,1068,765,,,,,,
河北省,3697,3260,2734,2461,,,,,,
山西省,3568,2727,1728,1300,,,,,,
内蒙古自治区,2462,2104,1596,1112,,,,,,
辽宁省,3846,3641,3087,2545,,,,,,
吉林省,2369,2278,1601,1429,,,,,,
黑龙江省,2897,2645,1881,1654,,,,,,
上海市,4477,4568,3792,5208,,,,,,
江苏省,11861,8913,6405,5837,,,,,,
浙江省,7217,6816,5155,3965,,,,,,
安徽省,3786,2925,2434,2260,,,,,,
福建省,4222,4125,3117,2288,,,,,,
江西省,3360,3827,2369,2142,,,,,,
山东省,6498,6153,5173,5506,,,,,,
河南省,6481,5626,4305,4325,,,,,,
湖北省,5581,5178,4035,2569,,,,,,
湖南省,4792,4364,2846,2510,,,,,,
广东省,14476,13461,10015,7070,,,,,,
广西壮族自治区,3370,2764,2304,1941,,,,,,
海南省,1106,864,675,632,,,,,,
重庆市,3542,3044,2506,2276,,,,,,
四川省,9266,8465,6217,3938,,,,,,
贵州省,3054,3070,1921,1637,,,,,,
云南省,3458,3095,2598,2134,,,,,,
西藏自治区,284,303,247,225,,,,,,
陕西省,3205,2529,2312,1842,,,,,,
甘肃省,2573,2028,1697,1471,,,,,,
青海省,425,725,241,165,,,,,,
宁夏回族自治区,642,541,364,317,,,,,,
新疆维吾尔自治区,2489,2381,1554,1231,,,,,,
数据来源：国家统计局
