数据库：分省年度数据
指标：铁路邮路总长度(公里)
时间：最近10年
地区,2014年,2013年,2012年,2011年,2010年,2009年,2008年,2007年,2006年,2005年
北京市,72209,77291,35141,35315,35141,30235,27810,27850,29940,27898
天津市,5088,6311,6311,6195,5957,5957,5754,5754,5754,5754
河北省,1783,1622,1622,3671,3671,3671,3671,1431,1431,1431
山西省,4661,8179,8430,8033,7600,7650,7041,6869,6869,6869
内蒙古自治区,3818,2718,4066,5720,6205,6403,5836,5946,5946,6196
辽宁省,3786,8318,7774,7774,7016,7296,4021,4022,4158,4158
吉林省,3729,10006,11513,11594,6516,4924,7158,7157,7687,7696
黑龙江省,8392,12944,13916,14241,14565,11137,10318,10239,12339,12339
上海市,12830,17812,19384,19212,16134,14499,14637,14637,14720,14720
江苏省,,1162,5811,5811,5953,4718,4619,4734,4790,4790
浙江省,32203,26933,9411,9238,3658,2880,2880,3081,3081,3081
安徽省,1682,2927,2355,2292,2434,2485,1929,2097,2097,1725
福建省,987,2834,2834,13416,13416,13416,13416,2867,2867,2903
江西省,1775,3905,5694,7119,7113,7113,7113,7525,7078,7078
山东省,2146,15110,16180,10491,7398,9860,9860,11416,10208,10098
河南省,3508,7621,7621,9275,7545,7545,7545,7080,5656,5656
湖北省,3209,10605,10605,10605,8642,8956,8064,8797,8675,6703
湖南省,,1593,1607,3016,1593,3303,3033,3033,3033,3033
广东省,17012,29758,24477,22675,15525,10799,10799,12806,16257,13575
广西壮族自治区,,27569,14427,9002,8953,8174,4907,4907,3502,3942
海南省,,,0,,,,,,0,
重庆市,2041,10129,7936,3549,3347,2121,2121,2289,3418,3067
四川省,2694,22938,12909,8737,4902,5651,9092,8019,5247,7380
贵州省,2536,5880,5880,6413,6413,6413,6876,6379,6379,6385
云南省,3212,31422,29058,20989,15170,13533,13403,10375,4638,4666
西藏自治区,1972,2188,2188,2188,2188,2188,2188,1956,1956,
陕西省,4223,14130,14130,17890,15786,13407,8997,9013,9013,10213
甘肃省,3837,6010,6010,6010,6010,6010,5240,5270,5312,5312
青海省,4184,3504,3504,3504,3480,3480,3480,3480,3480,4310
宁夏回族自治区,2315,2315,2315,2315,4630,2315,2315,2315,2355,2355
新疆维吾尔自治区,27144,22075,27033,22737,22737,22737,22737,10190,6847,6847
注：邮路总长度1980年及以前为邮路及农村投递路线总长度之和。
数据来源：国家统计局
