数据库：分省年度数据
指标：农村投递路线(公里)
时间：最近10年
地区,2014年,2013年,2012年,2011年,2010年,2009年,2008年,2007年,2006年,2005年
北京市,19771,18639,18669,17906,17373,17695,17290,17844,16521,18203
天津市,19382,19009,18661,17576,16872,16919,17744,16420,16436,16144
河北省,192081,182970,191861,200035,200437,182407,182072,167991,166199,166054
山西省,123081,122559,119338,116345,113916,111344,110244,107441,106144,105761
内蒙古自治区,115219,109302,109253,112903,114545,112612,108556,111007,109635,109398
辽宁省,116326,114386,113875,95574,95582,95402,102839,95555,96603,94088
吉林省,96668,97658,99698,97283,95524,92800,94445,100242,84317,88419
黑龙江省,120421,124453,120323,111132,115499,142040,120552,120558,118440,117588
上海市,22755,22405,22684,26211,23554,32812,32457,30395,30003,26844
江苏省,259663,261629,266263,267426,261298,258311,257051,251462,251765,253889
浙江省,182704,179220,170167,184497,179456,167932,157968,150651,143793,134966
安徽省,151640,144838,133560,132819,150902,150570,141632,141777,138749,134844
福建省,93057,91687,93039,89999,89432,88940,88314,89950,85590,81607
江西省,99595,99768,100828,96330,97950,100488,101106,103297,110528,114673
山东省,269973,272355,264799,252438,271512,263443,266450,252731,241729,243763
河南省,199992,198258,197726,193183,193690,193533,195657,192717,191480,191083
湖北省,207494,206146,211898,179515,194656,195327,190582,196967,197731,190449
湖南省,212111,216821,215941,191837,199222,194146,207237,202649,203611,209864
广东省,224371,222384,215842,214587,214877,222968,216619,229089,202102,206151
广西壮族自治区,113702,114296,113521,116945,112713,110714,110604,111069,110444,108908
海南省,28330,25182,24373,21216,22155,22084,19589,23281,23645,23172
重庆市,58016,53431,64120,60528,63126,66168,71675,73589,72256,73249
四川省,177035,180741,187082,179834,176657,176060,174594,173867,173299,175427
贵州省,67892,60222,52532,53806,58872,59802,61115,69930,68467,68798
云南省,165029,168999,169445,158640,159623,159859,160898,161377,160478,165455
西藏自治区,104314,105926,97409,117432,117612,117635,117746,117736,116975,116710
陕西省,125548,124071,127543,136369,134262,123085,122691,124554,125232,125077
甘肃省,133743,134717,134411,112023,110385,110944,109679,104906,104393,104848
青海省,6770,5291,5517,4987,10451,11981,12741,12526,14207,14278
宁夏回族自治区,11370,10404,9956,12816,14290,11161,11582,10808,10911,11010
新疆维吾尔自治区,57822,56967,61325,60387,64120,66869,75209,75167,75299,74506
数据来源：国家统计局
