数据库：分省年度数据
指标：机关法人单位数(个)
时间：最近10年
地区,2014年,2013年,2012年,2011年,2010年,2009年,2008年,2007年,2006年,2005年
北京市,2179,,2092,2089,2149,,,,,
天津市,2064,,1873,1861,1831,,,,,
河北省,12529,,11802,11842,11998,,,,,
山西省,9057,,8898,8905,8914,,,,,
内蒙古自治区,7605,,7677,7665,7650,,,,,
辽宁省,9638,,9763,9514,9489,,,,,
吉林省,5886,,5631,5678,5699,,,,,
黑龙江省,9756,,9919,9935,9962,,,,,
上海市,1673,,1892,1854,1846,,,,,
江苏省,10803,,9997,10061,10192,,,,,
浙江省,8260,,7720,7677,7830,,,,,
安徽省,9095,,9352,9658,9747,,,,,
福建省,9092,,8032,8020,8010,,,,,
江西省,9760,,9366,9327,9361,,,,,
山东省,12420,,12085,12117,12145,,,,,
河南省,14299,,11827,11833,11837,,,,,
湖北省,9874,,10520,10396,10185,,,,,
湖南省,12946,,12832,12915,12923,,,,,
广东省,11742,,11781,11661,11593,,,,,
广西壮族自治区,10555,,11034,10683,10382,,,,,
海南省,1600,,1386,1389,1368,,,,,
重庆市,4037,,4403,4459,4469,,,,,
四川省,20105,,20076,19555,19580,,,,,
贵州省,7190,,7211,7216,7265,,,,,
云南省,11337,,10902,10917,10853,,,,,
西藏自治区,5797,,4124,4108,4105,,,,,
陕西省,9863,,8948,9435,9838,,,,,
甘肃省,7056,,7065,7059,7075,,,,,
青海省,2984,,2777,2777,2769,,,,,
宁夏回族自治区,1466,,1490,1486,1485,,,,,
新疆维吾尔自治区,8689,,7796,7763,7707,,,,,
数据来源：国家统计局
